"","","/表章事項","人口【人】","人口【人】","人口【人】"
"時間軸（年次）","全国，都道府県，市区町村（2000年市区町村含む）","/男女","総数","男","女"
"2020年","湯梨浜町","","16,055","7,657","8,398"
"2020年","（旧：羽合町）","","8,476","4,036","4,440"
"2020年","（旧：泊村）","","2,281","1,087","1,194"
"2020年","（旧：東郷町）","","5,298","2,534","2,764"
"2020年","琴浦町","","16,365","7,682","8,683"
"2020年","（旧：東伯町）","","10,001","4,648","5,353"
"2020年","（旧：赤碕町）","","6,364","3,034","3,330"
"2020年","北栄町","","14,228","6,818","7,410"
"2020年","（旧：北条町）","","7,079","3,344","3,735"
"2020年","（旧：大栄町）","","7,149","3,474","3,675"
"2020年","日吉津村","","3,501","1,628","1,873"
"2020年","大山町","","15,370","7,390","7,980"
"2020年","（旧：大山町）","","5,566","2,698","2,868"
"2020年","（旧：名和町）","","5,826","2,744","3,082"
"2020年","（旧：中山町）","","3,978","1,948","2,030"
"2020年","南部町","","10,323","4,925","5,398"
"2020年","（旧：西伯町）","","7,017","3,336","3,681"
"2020年","（旧：会見町）","","3,306","1,589","1,717"
"2020年","伯耆町","","10,696","5,051","5,645"
"2020年","（旧：岸本町）","","6,968","3,282","3,686"
"2020年","（旧：溝口町）","","3,728","1,769","1,959"
"2020年","日南町","","4,196","1,982","2,214"
"2020年","日野町","","2,907","1,323","1,584"
"2020年","江府町","","2,672","1,241","1,431"
"2020年","島根県","","671,126","324,291","346,835"
"2020年","松江市","","203,616","98,544","105,072"
"2020年","（旧：松江市）","","148,631","71,905","76,726"
"2020年","（旧：鹿島町）","","6,056","3,068","2,988"
"2020年","（旧：島根町）","","3,079","1,476","1,603"
"2020年","（旧：美保関町）","","4,566","2,207","2,359"
"2020年","（旧：東出雲町）","","15,578","7,536","8,042"
"2020年","（旧：八雲村）","","6,516","3,156","3,360"
"2020年","（旧：玉湯町）","","7,015","3,339","3,676"
"2020年","（旧：宍道町）","","8,382","4,024","4,358"
"2020年","（旧：八束町）","","3,793","1,833","1,960"
"2020年","浜田市","","54,592","27,298","27,294"
"2020年","（旧：浜田市）","","39,370","19,131","20,239"
"2020年","（旧：金城町）","","4,088","1,930","2,158"
"2020年","（旧：旭町）","","3,510","2,215","1,295"
"2020年","（旧：弥栄村）","","1,168","547","621"
"2020年","（旧：三隅町）","","6,456","3,475","2,981"
"2020年","出雲市","","172,775","83,469","89,306"
"2020年","（旧：出雲市）","","94,985","45,807","49,178"
"2020年","（旧：平田市）","","23,625","11,402","12,223"
"2020年","（旧：斐川町）","","29,042","14,304","14,738"
"2020年","（旧：佐田町）","","2,988","1,479","1,509"
"2020年","（旧：多伎町）","","3,202","1,540","1,662"
"2020年","（旧：湖陵町）","","5,017","2,380","2,637"
"2020年","（旧：大社町）","","13,916","6,557","7,359"
"2020年","益田市","","45,003","21,355","23,648"
"2020年","（旧：益田市）","","42,367","20,115","22,252"
"2020年","（旧：美都町）","","1,699","796","903"
"2020年","（旧：匹見町）","","937","444","493"
"2020年","大田市","","32,846","15,742","17,104"
"2020年","（旧：大田市）","","26,804","12,851","13,953"
"2020年","（旧：温泉津町）","","2,495","1,212","1,283"
"2020年","（旧：仁摩町）","","3,547","1,679","1,868"
"2020年","安来市","","37,062","17,743","19,319"
"2020年","（旧：安来市）","","26,406","12,637","13,769"
"2020年","（旧：広瀬町）","","6,469","3,070","3,399"
"2020年","（旧：伯太町）","","4,187","2,036","2,151"
"2020年","江津市","","22,959","10,890","12,069"
"2020年","（旧：江津市）","","20,637","9,830","10,807"
"2020年","（旧：桜江町）","","2,322","1,060","1,262"
"2020年","雲南市","","36,007","17,316","18,691"
"2020年","（旧：大東町）","","11,432","5,541","5,891"
"2020年","（旧：加茂町）","","5,598","2,691","2,907"
"2020年","（旧：木次町）","","8,174","3,924","4,250"
"2020年","（旧：三刀屋町）","","6,746","3,220","3,526"
"2020年","（旧：吉田村）","","1,511","719","792"
"2020年","（旧：掛合町）","","2,546","1,221","1,325"
"2020年","奥出雲町","","11,849","5,705","6,144"
"2020年","（旧：仁多町）","","6,335","3,052","3,283"
"2020年","（旧：横田町）","","5,514","2,653","2,861"
"2020年","飯南町","","4,577","2,157","2,420"
"2020年","（旧：頓原町）","","2,017","934","1,083"
"2020年","（旧：赤来町）","","2,560","1,223","1,337"
"2020年","川本町","","3,248","1,556","1,692"
"2020年","美郷町","","4,355","2,080","2,275"
"2020年","（旧：邑智町）","","3,023","1,469","1,554"
"2020年","（旧：大和村）","","1,332","611","721"
"2020年","邑南町","","10,163","4,874","5,289"
"2020年","（旧：羽須美村）","","1,232","581","651"
"2020年","（旧：瑞穂町）","","3,959","1,870","2,089"
"2020年","（旧：石見町）","","4,972","2,423","2,549"
"2020年","津和野町","","6,875","3,221","3,654"
"2020年","（旧：津和野町）","","3,880","1,817","2,063"
"2020年","（旧：日原町）","","2,995","1,404","1,591"
"2020年","吉賀町","","6,077","2,944","3,133"
"2020年","（旧：柿木村）","","1,352","625","727"
"2020年","（旧：六日市町）","","4,725","2,319","2,406"
"2020年","海士町","","2,267","1,113","1,154"
"2020年","西ノ島町","","2,788","1,430","1,358"
"2020年","知夫村","","634","323","311"
"2020年","隠岐の島町","","13,433","6,531","6,902"
"2020年","（旧：西郷町）","","10,025","4,891","5,134"
"2020年","（旧：布施村）","","308","153","155"
"2020年","（旧：五箇村）","","1,604","766","838"
"2020年","（旧：都万村）","","1,496","721","775"
"2020年","岡山県","","1,888,432","908,045","980,387"
"2020年","岡山市","","724,691","348,630","376,061"
"2020年","（旧：岡山市）","","679,952","327,161","352,791"
"2020年","（旧：御津町）","","8,848","4,360","4,488"
"2020年","（旧：建部町）","","5,226","2,396","2,830"
"2020年","（旧：瀬戸町）","","15,627","7,541","8,086"
"2020年","（旧：灘崎町）","","15,038","7,172","7,866"
"2020年","岡山市北区","","314,523","153,478","161,045"
"2020年","岡山市中区","","149,232","70,139","79,093"
"2020年","岡山市東区","","93,108","44,243","48,865"
"2020年","岡山市南区","","167,828","80,770","87,058"
"2020年","倉敷市","","474,592","228,261","246,331"
"2020年","（旧：倉敷市）","","448,177","215,486","232,691"
"2020年","（旧：船穂町）","","7,608","3,626","3,982"
"2020年","（旧：真備町）","","18,807","9,149","9,658"
"2020年","津山市","","99,937","48,012","51,925"
"2020年","（旧：津山市）","","83,903","40,445","43,458"
"2020年","（旧：加茂町）","","3,701","1,759","1,942"
"2020年","（旧：阿波村）","","417","194","223"
"2020年","（旧：勝北町）","","5,855","2,776","3,079"
"2020年","（旧：久米町）","","6,061","2,838","3,223"
"2020年","玉野市","","56,531","27,437","29,094"
"2020年","笠岡市","","46,088","21,866","24,222"
"2020年","井原市","","38,384","18,353","20,031"
"2020年","（旧：井原市）","","30,627","14,682","15,945"
"2020年","（旧：美星町）","","3,710","1,750","1,960"
"2020年","（旧：芳井町）","","4,047","1,921","2,126"
"2020年","総社市","","69,030","33,425","35,605"
"2020年","（旧：総社市）","","57,948","28,062","29,886"
"2020年","（旧：山手村）","","5,157","2,503","2,654"
"2020年","（旧：清音村）","","5,925","2,860","3,065"
"2020年","高梁市","","29,072","14,225","14,847"
"2020年","（旧：高梁市）","","19,016","9,372","9,644"
"2020年","（旧：有漢町）","","1,966","971","995"
"2020年","（旧：成羽町）","","4,071","1,961","2,110"
"2020年","（旧：川上町）","","2,426","1,179","1,247"
"2020年","（旧：備中町）","","1,593","742","851"
"2020年","新見市","","28,079","13,411","14,668"
"2020年","（旧：新見市）","","18,697","8,900","9,797"
"2020年","（旧：大佐町）","","2,673","1,284","1,389"
"2020年","（旧：神郷町）","","1,631","788","843"
"2020年","（旧：哲多町）","","2,845","1,410","1,435"
"2020年","（旧：哲西町）","","2,233","1,029","1,204"
"2020年","備前市","","32,320","15,516","16,804"
"2020年","（旧：備前市）","","22,017","10,620","11,397"
"2020年","（旧：日生町）","","6,214","2,961","3,253"
"2020年","（旧：吉永町）","","4,089","1,935","2,154"
"2020年","瀬戸内市","","36,048","17,319","18,729"
"2020年","（旧：牛窓町）","","5,663","2,610","3,053"
"2020年","（旧：邑久町）","","18,140","8,794","9,346"
"2020年","（旧：長船町）","","12,245","5,915","6,330"
"2020年","赤磐市","","42,661","20,454","22,207"
"2020年","（旧：山陽町）","","24,175","11,471","12,704"
"2020年","（旧：赤坂町）","","3,930","1,895","2,035"
"2020年","（旧：熊山町）","","11,162","5,473","5,689"
"2020年","（旧：吉井町）","","3,394","1,615","1,779"
"2020年","真庭市","","42,725","20,397","22,328"
"2020年","（旧：北房町）","","4,606","2,218","2,388"
"2020年","（旧：勝山町）","","6,669","3,211","3,458"
"2020年","（旧：落合町）","","13,164","6,262","6,902"
"2020年","（旧：湯原町）","","2,317","1,093","1,224"
"2020年","（旧：久世町）","","10,233","4,912","5,321"
"2020年","（旧：美甘村）","","1,048","493","555"
"2020年","（旧：川上村）","","1,770","854","916"
"2020年","（旧：八束村）","","2,390","1,107","1,283"
"2020年","（旧：中和村）","","528","247","281"
"2020年","美作市","","25,939","12,452","13,487"
"2020年","（旧：勝田町）","","2,526","1,203","1,323"
"2020年","（旧：大原町）","","3,324","1,614","1,710"
"2020年","（旧：東粟倉村）","","905","440","465"
"2020年","（旧：美作町）","","11,330","5,385","5,945"
"2020年","（旧：作東町）","","5,322","2,591","2,731"
"2020年","（旧：英田町）","","2,532","1,219","1,313"
"2020年","浅口市","","32,772","15,760","17,012"
"2020年","（旧：金光町）","","11,370","5,503","5,867"
"2020年","（旧：鴨方町）","","16,710","8,035","8,675"
"2020年","（旧：寄島町）","","4,692","2,222","2,470"
"2020年","和気町","","13,623","6,468","7,155"
"2020年","（旧：佐伯町）","","2,933","1,374","1,559"
"2020年","（旧：和気町）","","10,690","5,094","5,596"
"2020年","早島町","","12,368","5,930","6,438"
"2020年","里庄町","","10,950","5,206","5,744"
"2020年","矢掛町","","13,414","6,412","7,002"
"2020年","新庄村","","813","380","433"
"2020年","鏡野町","","12,062","5,810","6,252"
"2020年","（旧：富村）","","509","251","258"
"2020年","（旧：奥津町）","","1,169","558","611"
"2020年","（旧：上齋原村）","","496","243","253"
"2020年","（旧：鏡野町）","","9,888","4,758","5,130"
"2020年","勝央町","","10,888","5,204","5,684"
"2020年","奈義町","","5,578","2,788","2,790"
"2020年","西粟倉村","","1,398","651","747"
"2020年","久米南町","","4,530","2,173","2,357"
"2020年","美咲町","","13,053","6,230","6,823"
"2020年","（旧：中央町）","","6,026","2,857","3,169"
"2020年","（旧：旭町）","","2,112","1,029","1,083"
"2020年","（旧：柵原町）","","4,915","2,344","2,571"
"2020年","吉備中央町","","10,886","5,275","5,611"
"2020年","（旧：加茂川町）","","4,403","2,140","2,263"
"2020年","（旧：賀陽町）","","6,483","3,135","3,348"
"2020年","広島県","","2,799,702","1,357,156","1,442,546"
"2020年","広島市","","1,200,754","579,415","621,339"
"2020年","（旧：広島市）","","1,195,501","576,931","618,570"
"2020年","広島市中区","","142,699","67,660","75,039"
"2020年","広島市東区","","119,353","56,872","62,481"
"2020年","広島市南区","","145,805","71,544","74,261"
"2020年","広島市西区","","190,232","91,127","99,105"
"2020年","広島市安佐南区","","247,020","120,308","126,712"
"2020年","広島市安佐北区","","138,979","65,972","73,007"
"2020年","広島市安芸区","","77,103","38,283","38,820"
"2020年","広島市佐伯区","","139,563","67,649","71,914"
"2020年","（旧：広島市佐伯区）","","134,310","65,165","69,145"
"2020年","（旧：湯来町）","","5,253","2,484","2,769"
"2020年","呉市","","214,592","103,816","110,776"
"2020年","（旧：呉市）","","176,211","85,546","90,665"
"2020年","（旧：音戸町）","","10,616","5,026","5,590"
"2020年","（旧：倉橋町）","","4,676","2,230","2,446"
"2020年","（旧：下蒲刈町）","","1,288","602","686"
"2020年","（旧：蒲刈町）","","1,423","661","762"
"2020年","（旧：安浦町）","","9,885","4,696","5,189"
"2020年","（旧：川尻町）","","7,796","3,806","3,990"
"2020年","（旧：豊浜町）","","1,172","548","624"
"2020年","（旧：豊町）","","1,525","701","824"
"2020年","竹原市","","23,993","11,434","12,559"
"2020年","三原市","","90,573","43,155","47,418"
"2020年","（旧：三原市）","","71,052","33,825","37,227"
"2020年","（旧：大和町）","","5,123","2,437","2,686"
"2020年","（旧：本郷町）","","10,451","5,040","5,411"
"2020年","（旧：久井町）","","3,947","1,853","2,094"
"2020年","尾道市","","131,170","63,468","67,702"
"2020年","（旧：尾道市）","","82,354","39,384","42,970"
"2020年","（旧：因島市）","","21,714","10,908","10,806"
"2020年","（旧：瀬戸田町）","","7,587","3,853","3,734"
"2020年","（旧：御調町）","","6,426","2,992","3,434"
"2020年","（旧：向島町）","","13,089","6,331","6,758"
"2020年","福山市","","460,930","224,246","236,684"
"2020年","（旧：福山市）","","385,138","187,426","197,712"
"2020年","（旧：内海町）","","2,248","1,047","1,201"
"2020年","（旧：沼隈町）","","10,485","5,355","5,130"
"2020年","（旧：神辺町）","","44,039","21,453","22,586"
